FechaInicio,NúmeroEntrevista,DISTRITO,(P0B*R1AE) - Sexo (anotar),(P0D*R1AS) - ¿Me puede decir su edad?,"P0F*R1AS) - Actualmente, ¿está viviendo en...?",(P1*M1AS) - b - En su distrito,(P1*M1AS) - c - En su barrio,(P2*M10S) - b - En su distrito,(P2*M10S) - c - En su barrio,(P3*M10S) - a - En Madrid,(P3*M10S) - b - En su distrito,(P3*M10S) - c - En su barrio,(P4*M10S) - a - Cuidado y conservación de la ciudad,(P4*M10S) - b - Movilidad y transporte público,(P4*M10S) - c - Calidad medioambiental,(P4*M10S) - d - Facilidad para encontrar un trabajo,(P4*M10S) - e - Facilidad para emprender un negocio,(P4*M10S) - f - Imagen internacional de Madrid,(P4*M10S) - g - Coste de la vida,(P4*M10S) - h - Integración social,(P4*M10S) - i - Salud y servicios sanitarios,(P4*M10S) - j - Educación y centros educativos,(P4*M10S) - k - Facilidad para encontrar una vivienda en el marco de sus posibilidades,(P4*M10S) - l - Facilidad para hacer deporte,"(P4*M10S) - m - Oferta cultural, ocio y diversión",(P4*M10S) - n - Convivencia vecinal,(P4*M10S) - o - Seguridad,(P5B*R1AE) - Anotar 2ª problema,(P6*M10S) - a - Desigualdad de oportunidades entre hombres y mujeres,(P6*M10S) - b - Desigualdad de oportunidades entre la población extranjera y autóctona,(P7*M10S) - a - Las personas mayores,(P7*M10S) - b - La infancia,(P7*M10S) - c - Las personas con discapacidad,(P7*M10S) - d - Las personas lgtbiq+,(P7*M10S) - e - Los migrantes,(7*M10S) - f - La adolescencia,(P8*M10S) - a - La recogida de basuras y contenedores,"(P8*M10S) - b - La gestión y tratamiento de residuos (reciclaje, compostaje, etc.)",(P8*M10S) - c - El control de la contaminación atmosférica,(P8*M10S) - d - El control del ruido,(P8*M10S) - e - La limpieza de las calles,(P8*M10S) - f - El alumbrado público,"(P8*M10S) - g - Las infraestructuras de la ciudad para la circulación de vehículos (calles, túneles, etc.…)",(P8*M10S) - h - La pavimentación y conservación de las aceras,(P8*M10S) - i - El asfaltado y conservación de las calzadas,(P8*M10S) - j - La peatonalización de calles,"(P8*M10S) - k - La eliminación de barreras arquitectónicas (rebaje de bordillos, semáforos acústicos, etc.)",(P8*M10S) - l - La movilidad sostenible,(P8*M10S) - v - La mejora de la calidad del aire,(P8*M10S) - m - La conservación y rehabilitación de los edificios,(P8*M10S) - n - La protección de monumentos y del patrimonio histórico-artístico,(P8*M10S) - o - La información y promoción turística,"(P8*M10S) - p - La organización de fiestas y eventos populares (cabalgata, fiestas de san isidro, fiestas de los distritos...)","(P8*M10S) - q - El control de la salud pública (plagas, alimentos, aguas...)",(P8*M10S) - r - Las ayudas e incentivos a pymes y autónomos,(P8*M10S) - t - La promoción pública de viviendas,(P8*M10S) - w - La actuación frente a la ocupación ilegal,"(P8*M10S) - u - Los beneficios fiscales promovidos por el ayuntamiento (bajada de impuestos, bonificaciones...)",(P8*M10S) - x - El plan de fomento de la natalidad y la conciliación (el cheque bebé),(P9*M10S) - a - La atención a la ciudadanía,(P9*M10S) - c - El servicio de autobuses de la Emt,(P9*M10S) - d - Los taxis,(P9*M10S) - e - El ser (servicio de estacionamiento regulado),(P9*M10S) - f - Los agentes de movilidad,(P9*M10S) - g - La policía municipal,(P9*M10S) - h - Los bomberos,(P9*M10S) - i - Samur – protección civil,(P9*M10S) - j - La beca infantil para la escolarización 0-3 años,"(P9*M10S) - k - Los servicios sociales municipales (mayores, personas con discapacidad, inmigrantes, familias, …)",(P9*M10S) - l - Las vías ciclistas,(P9*M10S) - m - Los aparcamientos municipales,(P9*M10S) - n - Los puntos limpios de recogida y reciclaje de residuos,(P9*M10S) - o - Los espacios verdes (parques y jardines),(P9*M10S) - p - Los parques infantiles,(P9*M10S) - q - Los mercados municipales,(P9*M10S) - r - Las instalaciones deportivas municipales,(P9*M10S) - s - Los centros culturales municipales,(P9*M10S) - t - Las bibliotecas municipales,"(P9*M10S) - u - Los teatros municipales (Español, Matadero, Fernán Gómez…)",(P9*M10S) - v - El Samur social,(P9*M10S) - w - Bicimad,(P11*M10S) - b - Durante el día,(P11*M10S) - c - Durante la noche,(P13*M10S) - b - Durante el día,(P13*M10S) - c - Durante la noche,(P20*M2AS) - b - Segundo,Ponderacion
30-sep-25,1451621,7,1,4,1,8,8,8,8,9,9,9,8,9,7,99,99,9,6,7,7,8,99,6,8,7,8,4.0,0.0,5.0,7.0,7.0,8.0,99.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,1.0,7.0,4.0,8.0,7.0,7.0,8.0,7.0,7.0,99.0,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,791439"
30-sep-25,1451622,17,1,5,1,4,4,2,2,1,1,1,0,7,3,6,3,0,0,2,0,4,0,2,0,7,5,4.0,7.0,7.0,2.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,0.0,4.0,6.0,0.0,2.0,4.0,0.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,004695"
30-sep-25,1451623,20,2,4,1,2,0,4,0,3,1,1,1,7,2,5,99,4,0,0,0,1,0,7,6,2,3,2.0,10.0,10.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,99.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,99.0,99.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,950179"
30-sep-25,1451624,18,1,3,5,2,0,2,2,9,1,1,8,9,5,3,6,8,9,5,5,3,1,8,9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,8.0,1.0,99.0,3.0,9.0,9.0,6.0,8.0,99.0,99.0,7.0,8.0,8.0,99.0,8.0,8.0,8.0,8.0,8.0,99.0,6.0,3.0,3.0,1.0,5.0,"0,667482"
30-sep-25,1451625,15,2,2,1,7,7,7,7,5,6,6,7,8,7,7,4,7,4,6,5,7,3,8,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,"1,402746"
30-sep-25,1451626,15,2,3,4,10,10,9,9,8,8,8,9,9,9,9,10,10,9,10,10,10,9,9,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,7.0,9.0,8.0,9.0,8.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,10.0,10.0,8.0,"0,846588"
30-sep-25,1451627,11,1,5,3,8,7,7,6,7,7,6,6,9,7,6,5,9,5,5,5,8,5,8,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,6.0,5.0,7.0,6.0,9.0,10.0,5.0,7.0,6.0,8.0,5.0,6.0,7.0,4.0,8.0,7.0,8.0,8.0,9.0,8.0,6.0,4.0,8.0,6.0,1.0,"1,605009"
30-sep-25,1451628,11,1,5,3,4,4,3,3,6,4,4,3,7,5,5,5,5,5,6,3,4,2,6,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,7.0,6.0,5.0,6.0,8.0,7.0,99.0,5.0,4.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,5.0,"1,605009"
30-sep-25,1451629,2,2,5,5,10,10,8,8,10,99,10,10,99,8,7,0,8,0,10,7,10,0,10,8,6,9,99.0,7.0,7.0,6.0,10.0,10.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,0.0,10.0,8.0,8.0,8.0,10.0,8.0,9.0,7.0,5.0,10.0,10.0,10.0,10.0,8.0,5.0,5.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,082927"
30-sep-25,1451630,17,2,5,5,9,99,8,9,1,1,1,99,10,7,5,10,10,5,10,5,10,5,10,99,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,8.0,5.0,10.0,10.0,10.0,8.0,99.0,10.0,99.0,5.0,0.0,5.0,10.0,10.0,8.0,10.0,99.0,99.0,99.0,99.0,5.0,5.0,5.0,5.0,97.0,"0,996016"
30-sep-25,1451631,19,2,2,2,9,9,8,8,4,6,6,6,7,7,7,6,8,2,7,7,6,3,9,9,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,8.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,99.0,7.0,8.0,8.0,7.0,8.0,7.0,5.0,"0,493652"
30-sep-25,1451632,10,2,4,5,9,9,7,8,7,7,7,6,7,6,4,4,8,4,6,5,6,4,6,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,5.0,9.0,7.0,6.0,8.0,7.0,8.0,8.0,9.0,9.0,7.0,8.0,9.0,7.0,7.0,4.0,8.0,7.0,7.0,"1,245793"
30-sep-25,1451633,20,2,3,4,8,8,8,8,7,8,8,6,7,5,5,4,8,4,7,7,6,5,7,6,9,7,10.0,7.0,8.0,8.0,8.0,7.0,8.0,9.0,7.0,6.0,5.0,6.0,7.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,5.0,4.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,882946"
30-sep-25,1451634,6,1,4,4,6,6,5,5,5,5,5,5,7,7,7,4,6,8,6,8,99,2,7,6,5,6,16.0,7.0,5.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,0.0,5.0,5.0,4.0,0.0,7.0,6.0,7.0,6.0,4.0,6.0,99.0,4.0,0.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,30243"
30-sep-25,1451635,4,2,3,2,5,5,5,5,2,2,2,5,3,0,3,99,99,0,4,0,3,0,5,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,2.0,99.0,99.0,99.0,99.0,99.0,3.0,3.0,0.0,2.0,3.0,1.0,4.0,3.0,3.0,7.0,5.0,99.0,99.0,9.0,8.0,9.0,9.0,2.0,"0,83293"
30-sep-25,1451636,17,1,4,3,7,7,7,7,5,8,8,7,7,7,10,7,7,0,7,0,0,0,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,8.0,7.0,5.0,10.0,10.0,10.0,10.0,5.0,7.0,5.0,6.0,7.0,7.0,10.0,10.0,10.0,8.0,10.0,10.0,5.0,9.0,6.0,6.0,6.0,1.0,"1,235885"
30-sep-25,1451637,10,1,5,3,10,99,8,8,9,9,9,8,10,8,7,5,8,3,7,10,7,4,10,8,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,9.0,8.0,8.0,8.0,9.0,9.0,6.0,9.0,9.0,7.0,5.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,1.0,"1,437282"
30-sep-25,1451638,9,1,5,3,9,10,7,9,8,9,10,8,9,7,2,99,9,4,7,9,9,4,9,9,6,8,3.0,7.0,4.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0,6.0,2.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,602135"
30-sep-25,1451639,13,1,4,1,9,9,7,6,5,5,7,0,2,3,2,0,3,3,0,0,5,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,6.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,6.0,3.0,5.0,3.0,4.0,5.0,6.0,3.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,3.0,9.0,"1,769491"
30-sep-25,1451640,3,2,1,3,9,10,8,9,6,8,9,8,10,7,7,4,10,4,9,8,9,1,9,10,8,8,3.0,3.0,6.0,9.0,9.0,7.0,10.0,8.0,9.0,10.0,10.0,9.0,7.0,8.0,10.0,10.0,7.0,8.0,9.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,99.0,5.0,6.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,94326"
30-sep-25,1451641,8,2,4,3,6,6,4,4,1,1,1,7,9,7,4,7,8,4,7,8,6,0,7,8,8,6,8.0,5.0,7.0,5.0,6.0,3.0,5.0,4.0,5.0,0.0,5.0,5.0,2.0,2.0,4.0,5.0,2.0,4.0,6.0,3.0,4.0,4.0,3.0,5.0,5.0,7.0,4.0,4.0,2.0,0.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,355843"
30-sep-25,1451642,2,2,3,4,8,8,8,8,7,7,7,6,8,3,4,4,99,3,9,5,7,4,9,8,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,99.0,9.0,7.0,99.0,9.0,99.0,99.0,99.0,4.0,99.0,4.0,9.0,5.0,8.0,8.0,6.0,4.0,7.0,7.0,99.0,9.0,9.0,9.0,9.0,11.0,"0,663513"
30-sep-25,1451643,8,2,5,5,9,9,8,8,8,8,8,7,7,10,5,99,9,5,7,9,8,99,8,99,10,8,8.0,0.0,99.0,6.0,10.0,10.0,99.0,6.0,10.0,10.0,8.0,8.0,99.0,8.0,10.0,8.0,7.0,7.0,8.0,7.0,7.0,99.0,9.0,99.0,8.0,8.0,9.0,99.0,5.0,0.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,253481"
30-sep-25,1451644,6,2,5,5,4,2,4,3,5,3,2,5,9,6,8,7,7,0,9,8,9,0,8,6,8,3,6.0,7.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,5.0,3.0,2.0,7.0,7.0,2.0,4.0,8.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,3.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,973094"
30-sep-25,1451645,2,2,5,3,7,7,6,6,5,7,7,6,6,6,5,99,9,2,99,6,99,4,6,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,6.0,5.0,6.0,7.0,8.0,8.0,99.0,5.0,4.0,3.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,8.0,2.0,7.0,4.0,6.0,5.0,3.0,"1,082927"
30-sep-25,1451646,1,2,3,1,8,4,7,7,5,5,5,7,99,6,6,4,8,3,5,6,7,4,7,9,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,8.0,3.0,7.0,8.0,8.0,9.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,9.0,6.0,8.0,7.0,8.0,9.0,7.0,9.0,9.0,9.0,9.0,7.0,"0,786926"
30-sep-25,1451647,10,1,5,3,10,99,10,10,10,10,10,7,10,7,7,8,10,9,7,9,7,7,10,10,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,7.0,8.0,7.0,8.0,10.0,10.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,8.0,9.0,8.0,8.0,"1,437282"
30-sep-25,1451648,8,1,5,5,7,7,6,7,5,5,3,1,99,5,2,5,3,0,5,2,4,2,6,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,6.0,2.0,2.0,4.0,8.0,7.0,7.0,5.0,4.0,1.0,7.0,2.0,2.0,7.0,6.0,6.0,1.0,7.0,7.0,5.0,5.0,4.0,7.0,7.0,2.0,"1,736503"
30-sep-25,1451649,1,1,2,5,6,7,4,5,1,4,5,2,6,2,4,3,7,1,1,2,2,1,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,6.0,99.0,2.0,1.0,8.0,7.0,3.0,2.0,2.0,1.0,3.0,7.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,99.0,7.0,4.0,7.0,4.0,3.0,"0,94273"
30-sep-25,1451650,2,1,2,5,8,9,8,9,8,8,8,5,7,6,7,6,5,4,5,5,7,3,6,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,7.0,3.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,4.0,4.0,8.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,6.0,"0,994837"
30-sep-25,1451651,12,2,1,2,8,5,10,10,5,8,8,10,8,9,7,7,10,0,8,8,7,3,7,10,10,7,4.0,5.0,7.0,10.0,10.0,10.0,9.0,10.0,6.0,10.0,9.0,3.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,7.0,8.0,5.0,6.0,10.0,7.0,10.0,10.0,10.0,8.0,0.0,99.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,170663"
30-sep-25,1451652,11,2,5,1,9,9,8,8,7,7,7,6,8,6,5,7,9,4,8,9,6,5,8,9,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,8.0,7.0,10.0,8.0,10.0,10.0,6.0,6.0,5.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,6.0,6.0,6.0,6.0,8.0,8.0,4.0,"1,942125"
30-sep-25,1451653,15,2,4,4,8,8,7,7,1,1,1,99,7,7,99,99,10,1,8,5,99,99,99,7,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,8.0,8.0,7.0,99.0,8.0,99.0,99.0,99.0,99.0,99.0,10.0,5.0,6.0,99.0,99.0,99.0,6.0,99.0,6.0,99.0,99.0,9.0,99.0,8.0,99.0,6.0,"1,224393"
30-sep-25,1451654,8,2,3,4,7,7,7,7,0,0,0,99,7,5,8,99,10,4,7,8,7,4,8,9,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,7.0,7.0,5.0,7.0,8.0,7.0,8.0,99.0,7.0,6.0,8.0,6.0,8.0,99.0,7.0,7.0,8.0,7.0,99.0,5.0,8.0,6.0,10.0,8.0,5.0,"1,284067"
30-sep-25,1451655,11,1,4,1,2,2,1,1,1,1,1,0,4,0,4,99,4,0,5,5,99,1,3,3,5,5,2.0,8.0,9.0,5.0,99.0,5.0,99.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,1.0,5.0,3.0,7.0,0.0,2.0,99.0,1.0,6.0,1.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,196807"
30-sep-25,1451656,6,1,5,1,10,99,7,7,7,7,7,8,2,7,0,1,8,1,8,5,7,0,7,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,8.0,2.0,5.0,8.0,9.0,9.0,5.0,8.0,4.0,7.0,5.0,8.0,8.0,8.0,5.0,6.0,5.0,5.0,7.0,5.0,9.0,8.0,10.0,10.0,7.0,"0,803832"
30-sep-25,1451657,10,2,5,1,8,8,6,7,4,4,4,2,4,4,99,99,8,2,4,4,4,5,5,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,8.0,1.0,4.0,7.0,99.0,9.0,99.0,6.0,9.0,6.0,9.0,4.0,99.0,7.0,3.0,99.0,8.0,9.0,99.0,99.0,9.0,9.0,9.0,8.0,2.0,"2,762632"
30-sep-25,1451658,10,2,2,1,2,2,3,3,2,2,2,3,6,3,4,2,5,0,5,1,2,1,3,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,2.0,3.0,7.0,6.0,99.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,2.0,5.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,"1,370589"
30-sep-25,1451659,7,1,5,4,10,10,9,9,9,9,9,8,10,9,99,99,9,7,6,10,9,6,9,9,8,7,8.0,2.0,2.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,8.0,8.0,9.0,8.0,10.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,4.0,99.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,650533"
30-sep-25,1451660,19,2,5,4,6,6,5,5,2,3,3,3,4,5,5,1,4,2,5,3,6,1,3,7,5,5,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,4.0,1.0,3.0,0.0,1.0,0.0,6.0,0.0,5.0,5.0,1.0,4.0,8.0,3.0,2.0,4.0,99.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,878417"
30-sep-25,1451661,7,2,5,3,9,10,9,9,10,10,10,7,10,8,7,5,10,5,8,9,9,8,9,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,9.0,9.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,9.0,6.0,9.0,7.0,6.0,8.0,8.0,7.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,14.0,"1,148444"
30-sep-25,1451662,2,2,5,1,10,99,9,9,8,8,8,6,9,6,99,8,8,6,8,8,6,5,9,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,99.0,0.0,6.0,5.0,99.0,99.0,99.0,99.0,7.0,5.0,9.0,7.0,8.0,9.0,8.0,99.0,99.0,8.0,99.0,99.0,9.0,8.0,9.0,9.0,4.0,"1,082927"
30-sep-25,1451663,13,2,5,1,10,6,9,8,9,8,7,2,9,5,7,5,8,4,8,3,10,0,9,7,8,6,97.0,6.0,1.0,8.0,8.0,8.0,99.0,5.0,6.0,8.0,5.0,1.0,3.0,6.0,2.0,8.0,4.0,4.0,8.0,7.0,8.0,99.0,4.0,6.0,99.0,8.0,6.0,99.0,3.0,1.0,3.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,482684"
30-sep-25,1451664,13,2,1,4,8,8,8,8,7,7,7,8,8,9,7,8,8,7,8,8,9,7,9,8,7,9,8.0,6.0,6.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,7.0,6.0,8.0,8.0,7.0,8.0,9.0,6.0,7.0,6.0,5.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,478448"
30-sep-25,1451665,10,2,2,4,10,10,10,10,10,5,5,5,10,5,5,1,5,5,5,8,5,0,10,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,99.0,99.0,0.0,0.0,10.0,10.0,99.0,10.0,99.0,99.0,10.0,99.0,0.0,99.0,10.0,5.0,5.0,2.0,99.0,"1,370589"
30-sep-25,1451666,8,1,5,1,9,8,6,6,5,5,5,5,10,7,5,4,7,4,9,9,8,2,8,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,4.0,6.0,4.0,6.0,8.0,6.0,8.0,8.0,4.0,5.0,4.0,8.0,6.0,5.0,7.0,5.0,4.0,5.0,9.0,5.0,4.0,4.0,7.0,7.0,2.0,"1,736503"
30-sep-25,1451667,13,2,3,4,5,5,5,5,4,4,4,8,6,6,7,7,9,2,6,4,2,3,8,9,8,4,5.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,10.0,9.0,5.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,432388"
30-sep-25,1451668,11,1,5,3,9,9,9,9,6,6,6,4,10,8,5,5,10,6,10,10,7,5,8,8,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,10.0,5.0,0.0,0.0,10.0,10.0,99.0,7.0,5.0,99.0,8.0,4.0,10.0,5.0,8.0,6.0,7.0,7.0,10.0,99.0,8.0,99.0,10.0,99.0,2.0,"1,605009"
30-sep-25,1451669,16,2,3,3,8,8,6,6,4,4,5,5,6,5,5,99,7,6,6,4,99,4,6,7,7,6,33.0,8.0,9.0,5.0,7.0,5.0,5.0,5.0,6.0,8.0,4.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,6.0,4.0,7.0,7.0,7.0,6.0,6.0,99.0,4.0,99.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,962953"
30-sep-25,1451670,10,2,4,5,10,9,7,6,5,5,4,7,8,6,8,0,6,2,7,8,10,0,8,7,8,8,21.0,5.0,7.0,9.0,9.0,10.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,10.0,8.0,10.0,8.0,10.0,10.0,8.0,8.0,0.0,9.0,8.0,10.0,6.0,5.0,4.0,2.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,245793"
30-sep-25,1451671,11,2,5,5,6,5,5,5,8,7,7,4,7,4,7,7,6,6,7,5,8,5,6,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,6.0,7.0,5.0,7.0,7.0,4.0,7.0,6.0,6.0,7.0,4.0,4.0,7.0,5.0,7.0,7.0,7.0,7.0,5.0,99.0,8.0,8.0,10.0,9.0,7.0,"1,942125"
30-sep-25,1451672,15,1,2,1,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,4.0,0.0,1.0,0.0,9.0,99.0,99.0,1.0,1.0,1.0,5.0,0.0,2.0,6.0,2.0,3.0,3.0,3.0,99.0,2.0,7.0,6.0,8.0,7.0,11.0,"1,233715"
30-sep-25,1451673,13,2,1,4,8,7,7,7,6,6,5,8,7,7,4,5,6,5,8,5,9,3,9,8,9,4,2.0,9.0,9.0,99.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,7.0,6.0,9.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,8.0,6.0,8.0,4.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,478448"
30-sep-25,1451674,8,1,3,3,7,7,7,7,6,7,7,3,6,4,6,5,5,4,4,7,6,1,7,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,99.0,5.0,6.0,5.0,5.0,3.0,5.0,7.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,7.0,7.0,4.0,"1,270241"
